USER_ID,CONTEXT,PREFERENCES
1,1251010,1251515
1,1251010,1251515
1,1501010,1501010
1,1501010,1501010
1,1501010,1501515
1,1501010,1501515
1,1501010,1501515
1,1501010,1501515
1,1751010,1751015
1,1751010,1751515
1,2001010,2001015
1,2001010,2001010
1,2001010,2001505
1,2001010,2001515
1,2001010,2001515
1,2001010,2001515
1,2001010,2001515
1,2001010,2001515
1,2251010,2251010
1,2251010,2251510
2,1251010,1251515
2,1251010,1252020
2,1501010,1501510
2,1501010,1501515
2,1501010,1501515
2,1501010,1502020
2,1501010,1501515
2,1501010,1502020
2,1751010,1751515
2,1751010,1752020
2,2001010,2001510
2,2001010,2001515
2,2001010,2001515
2,2001010,2002020
2,2001010,2001520
2,2001010,2002020
2,2001010,2002015
2,2001010,2002020
2,2251010,2252010
2,2251010,2252015
3,1251010,1251010
3,1251010,1251010
3,1501010,1500005
3,1501010,1500505
3,1501010,1500510
3,1501010,1501010
3,1501010,1500510
3,1501010,1501010
3,1751010,1751005
3,1751010,1751010
3,2001010,2001005
3,2001010,2000505
3,2001010,2001005
3,2001010,2001010
3,2001010,2001005
3,2001010,2001010
3,2001010,2001010
3,2001010,2001010
3,2251010,2251005
3,2251010,2251005
4,1251010,1251020
4,1251010,1251515
4,1501010,1501010
4,1501010,1501010
4,1501010,1501010
4,1501010,1501515
4,1501010,1501015
4,1501010,1501515
4,1751010,1751510
4,1751010,1751515
4,2001010,2001010
4,2001010,2001010
4,2001010,2001510
4,2001010,2001515
4,2001010,2001515
4,2001010,2001515
4,2001010,2001515
4,2001010,2001515
4,2251010,2251010
4,2251010,2251510
5,1251010,1251515
5,1251010,1251515
5,1501010,1501005
5,1501010,1501010
5,1501010,1501515
5,1501010,1501515
5,1501010,1501515
5,1501010,1501515
5,1751010,1751515
5,1751010,1751515
5,2001010,2000510
5,2001010,2001010
5,2001010,2001515
5,2001010,2001515
5,2001010,2001515
5,2001010,2001515
5,2001010,2001515
5,2001010,2001515
5,2251010,2251510
5,2251010,2251510
6,1251010,1251515
6,1251010,1251520
6,1501010,1501015
6,1501010,1501015
6,1501010,1501520
6,1501010,1501520
6,1501010,1501520
6,1501010,1501520
6,1751010,1751520
6,1751010,1751520
6,2001010,2001015
6,2001010,2001015
6,2001010,2001020
6,2001010,2001520
6,2001010,2001020
6,2001010,2001520
6,2001010,2001515
6,2001010,2001520
6,2251010,2251510
6,2251010,2251515
7,1251010,1251520
7,1251010,1252020
7,1501010,1501520
7,1501010,1501520
7,1501010,1501520
7,1501010,1502020
7,1501010,1501520
7,1501010,1502020
7,1751010,1751515
7,1751010,1752020
7,2001010,2001515
7,2001010,2001520
7,2001010,2001515
7,2001010,2002020
7,2001010,2001515
7,2001010,2002020
7,2001010,2001520
7,2001010,2002020
7,2251010,2251515
7,2251010,2252020
8,1251010,1251015
8,1251010,1251015
8,1501010,1500505
8,1501010,1500510
8,1501010,1501010
8,1501010,1501015
8,1501010,1501015
8,1501010,1501015
8,1751010,1751015
8,1751010,1751015
8,2001010,2001010
8,2001010,2000510
8,2001010,2001015
8,2001010,2001015
8,2001010,2001015
8,2001010,2001015
8,2001010,2001015
8,2001010,2001015
8,2251010,2251010
8,2251010,2251010
9,1251010,1251525
9,1251010,1251520
9,1501010,1501015
9,1501010,1501015
9,1501010,1501520
9,1501010,1501520
9,1501010,1501520
9,1501010,1501520
9,1751010,1751520
9,1751010,1751520
9,2001010,2001015
9,2001010,2001015
9,2001010,2001520
9,2001010,2001520
9,2001010,2001520
9,2001010,2001520
9,2001010,2001520
9,2001010,2001520
9,2251010,2251515
9,2251010,2251515
10,1251010,1251520
10,1251010,1251520
10,1501010,1501015
10,1501010,1501015
10,1501010,1501520
10,1501010,1501520
10,1501010,1501520
10,1501010,1501520
10,1751010,1751520
10,1751010,1751520
10,2001010,2001015
10,2001010,2001015
10,2001010,2001520
10,2001010,2001520
10,2001010,2001520
10,2001010,2001520
10,2001010,2001520
10,2001010,2001520
10,2251010,2251515
10,2251010,2251515
11,1251010,1251515
11,1251010,1252015
11,1501010,1501510
11,1501010,1501510
11,1501010,1501510
11,1501010,1502015
11,1501010,1502015
11,1501010,1502015
11,1751010,1751515
11,1751010,1752015
11,2001010,2001505
11,2001010,2001510
11,2001010,2001510
11,2001010,2002015
11,2001010,2001510
11,2001010,2002015
11,2001010,2001515
11,2001010,2002015
11,2251010,2251505
11,2251010,2252010
12,1251010,1252020
12,1251010,1252520
12,1501010,1501515
12,1501010,1502015
12,1501010,1502010
12,1501010,1502020
12,1501010,1502015
12,1501010,1502520
12,1751010,1751515
12,1751010,1752020
12,2001010,2002010
12,2001010,2002015
12,2001010,2002015
12,2001010,2002020
12,2001010,2002020
12,2001010,2002020
12,2001010,2002020
12,2001010,2002020
12,2251010,2252015
12,2251010,2252015
13,1251010,1251510
13,1251010,1251510
13,1501010,1501005
13,1501010,1501005
13,1501010,1501510
13,1501010,1501510
13,1501010,1501510
13,1501010,1501510
13,1751010,1751510
13,1751010,1751510
13,2001010,2001005
13,2001010,2001005
13,2001010,2001510
13,2001010,2001510
13,2001010,2001510
13,2001010,2001510
13,2001010,2001510
13,2001010,2001510
13,2251010,2251505
13,2251010,2251505
14,1251010,1252015
14,1251010,1252015
14,1501010,1501510
14,1501010,1501510
14,1501010,1502015
14,1501010,1502015
14,1501010,1502015
14,1501010,1502015
14,1751010,1752015
14,1751010,1752015
14,2001010,2001510
14,2001010,2001510
14,2001010,2002015
14,2001010,2002015
14,2001010,2002015
14,2001010,2002015
14,2001010,2002015
14,2001010,2002015
14,2251010,2252010
14,2251010,2252010
15,1251010,1252015
15,1251010,1252015
15,1501010,1501510
15,1501010,1501510
15,1501010,1502015
15,1501010,1502015
15,1501010,1502015
15,1501010,1502015
15,1751010,1752015
15,1751010,1752015
15,2001010,2001510
15,2001010,2001510
15,2001010,2002015
15,2001010,2002015
15,2001010,2002015
15,2001010,2002015
15,2001010,2002015
15,2001010,2002015
15,2251010,2252010
15,2251010,2252010
16,1251010,1251010
16,1251010,1251010
16,1501010,1500505
16,1501010,1500505
16,1501010,1501010
16,1501010,1501010
16,1501010,1501010
16,1501010,1501010
16,1751010,1751010
16,1751010,1751010
16,2001010,2000505
16,2001010,2000505
16,2001010,2000510
16,2001010,2001010
16,2001010,2001010
16,2001010,2001010
16,2001010,2001505
16,2001010,2001010
16,2251010,2250505
16,2251010,2251005
17,1251010,1251015
17,1251010,1251515
17,1501010,1500505
17,1501010,1501010
17,1501010,1501020
17,1501010,1501515
17,1501010,1501510
17,1501010,1501515
17,1751010,1751010
17,1751010,1751515
17,2001010,2000505
17,2001010,2001010
17,2001010,2001010
17,2001010,2001515
17,2001010,2001015
17,2001010,2001515
17,2001010,2001510
17,2001010,2001515
17,2251010,2251505
17,2251010,2251510
18,1251010,1250500
18,1251010,1250505
18,1501010,1500500
18,1501010,1500000
18,1501010,1500005
18,1501010,1500505
18,1501010,1500505
18,1501010,1500505
18,1751010,1750005
18,1751010,1750505
18,2001010,2000005
18,2001010,2000000
18,2001010,2000500
18,2001010,2000505
18,2001010,2000500
18,2001010,2000505
18,2001010,2001005
18,2001010,2000505
18,2251010,2250500
18,2251010,2250500
19,1251010,1251010
19,1251010,1251010
19,1501010,1500005
19,1501010,1500505
19,1501010,1500515
19,1501010,1501010
19,1501010,1501010
19,1501010,1501010
19,1751010,1750505
19,1751010,1751010
19,2001010,2000500
19,2001010,2000505
19,2001010,2001005
19,2001010,2001010
19,2001010,2001010
19,2001010,2001010
19,2001010,2001010
19,2001010,2001010
19,2251010,2251005
19,2251010,2251005
20,1251010,1250510
20,1251010,1251010
20,1501010,1500505
20,1501010,1500505
20,1501010,1501005
20,1501010,1501010
20,1501010,1501010
20,1501010,1501010
20,1751010,1751010
20,1751010,1751010
20,2001010,2000505
20,2001010,2000505
20,2001010,2000510
20,2001010,2001010
20,2001010,2001010
20,2001010,2001010
20,2001010,2001010
20,2001010,2001010
20,2251010,2251005
20,2251010,2251005
21,1251010,1251015
21,1251010,1251015
21,1501010,1500510
21,1501010,1500510
21,1501010,1501010
21,1501010,1501015
21,1501010,1501015
21,1501010,1501015
21,1751010,1751015
21,1751010,1751015
21,2001010,2000010
21,2001010,2000510
21,2001010,2000515
21,2001010,2001015
21,2001010,2001015
21,2001010,2001015
21,2001010,2001015
21,2001010,2001015
21,2251010,2251005
21,2251010,2251010
22,1251010,1251510
22,1251010,1251515
22,1501010,1500515
22,1501010,1501015
22,1501010,1501015
22,1501010,1501515
22,1501010,1501515
22,1501010,1501515
22,1751010,1751010
22,1751010,1751515
22,2001010,2000510
22,2001010,2001015
22,2001010,2001010
22,2001010,2001515
22,2001010,2001015
22,2001010,2001515
22,2001010,2001510
22,2001010,2001515
22,2251010,2251010
22,2251010,2251515
23,1251010,1250005
23,1251010,1250510
23,1501010,1500000
23,1501010,1500005
23,1501010,1500505
23,1501010,1500510
23,1501010,1500510
23,1501010,1500510
23,1751010,1750510
23,1751010,1750510
23,2001010,2000005
23,2001010,2000005
23,2001010,2000510
23,2001010,2000510
23,2001010,2000510
23,2001010,2000510
23,2001010,2001010
23,2001010,2000510
23,2251010,2250505
23,2251010,2250505
24,1251010,1251015
24,1251010,1251015
24,1501010,1500510
24,1501010,1500510
24,1501010,1501015
24,1501010,1501015
24,1501010,1501020
24,1501010,1501015
24,1751010,1751015
24,1751010,1751015
24,2001010,2000510
24,2001010,2000510
24,2001010,2001015
24,2001010,2001015
24,2001010,2001015
24,2001010,2001015
24,2001010,2001015
24,2001010,2001015
24,2251010,2251010
24,2251010,2251010
25,1251010,1251015
25,1251010,1251015
25,1501010,1500510
25,1501010,1500510
25,1501010,1501015
25,1501010,1501015
25,1501010,1501015
25,1501010,1501015
25,1751010,1751015
25,1751010,1751015
25,2001010,2000510
25,2001010,2000510
25,2001010,2001015
25,2001010,2001015
25,2001010,2001015
25,2001010,2001015
25,2001010,2001015
25,2001010,2001015
25,2251010,2251010
25,2251010,2251010
26,1251010,1251510
26,1251010,1251510
26,1501010,1501005
26,1501010,1501005
26,1501010,1501010
26,1501010,1501510
26,1501010,1501510
26,1501010,1501510
26,1751010,1751005
26,1751010,1751510
26,2001010,2000500
26,2001010,2001005
26,2001010,2001010
26,2001010,2001510
26,2001010,2001010
26,2001010,2001510
26,2001010,2001505
26,2001010,2001510
26,2251010,2251000
26,2251010,2251505
27,1251010,1251510
27,1251010,1252015
27,1501010,1501005
27,1501010,1501510
27,1501010,1501510
27,1501010,1501515
27,1501010,1501515
27,1501010,1502015
27,1751010,1751010
27,1751010,1751515
27,2001010,2001010
27,2001010,2001510
27,2001010,2001505
27,2001010,2001515
27,2001010,2001510
27,2001010,2001515
27,2001010,2001515
27,2001010,2001515
27,2251010,2251510
27,2251010,2251510
28,1251010,1251005
28,1251010,1251005
28,1501010,1500500
28,1501010,1500500
28,1501010,1501005
28,1501010,1501005
28,1501010,1501005
28,1501010,1501005
28,1751010,1751005
28,1751010,1751005
28,2001010,2000500
28,2001010,2000500
28,2001010,2001005
28,2001010,2001005
28,2001010,2001005
28,2001010,2001005
28,2001010,2001005
28,2001010,2001005
28,2251010,2251000
28,2251010,2251000
29,1251010,1251510
29,1251010,1251510
29,1501010,1501005
29,1501010,1501005
29,1501010,1501510
29,1501010,1501510
29,1501010,1501510
29,1501010,1501510
29,1751010,1751510
29,1751010,1751510
29,2001010,2001005
29,2001010,2001005
29,2001010,2001510
29,2001010,2001510
29,2001010,2001510
29,2001010,2001510
29,2001010,2001510
29,2001010,2001510
29,2251010,2251505
29,2251010,2251505
30,1251010,1251510
30,1251010,1251510
30,1501010,1501005
30,1501010,1501005
30,1501010,1501510
30,1501010,1501510
30,1501010,1501510
30,1501010,1501510
30,1751010,1751510
30,1751010,1751510
30,2001010,2001005
30,2001010,2001005
30,2001010,2001510
30,2001010,2001510
30,2001010,2001510
30,2001010,2001510
30,2001010,2001510
30,2001010,2001510
30,2251010,2251505
30,2251010,2251505
31,1251010,1251015
31,1251010,1251015
31,1501010,1500510
31,1501010,1500510
31,1501010,1501015
31,1501010,1501015
31,1501010,1501015
31,1501010,1501015
31,1751010,1751015
31,1751010,1751015
31,2001010,2000510
31,2001010,2000510
31,2001010,2000515
31,2001010,2001015
31,2001010,2001015
31,2001010,2001015
31,2001010,2001015
31,2001010,2001015
31,2251010,2251505
31,2251010,2251010
32,1251010,1251020
32,1251010,1251520
32,1501010,1500520
32,1501010,1501015
32,1501010,1501015
32,1501010,1501520
32,1501010,1501020
32,1501010,1501520
32,1751010,1751515
32,1751010,1751520
32,2001010,2000515
32,2001010,2001015
32,2001010,2001015
32,2001010,2001520
32,2001010,2001015
32,2001010,2001520
32,2001010,2001015
32,2001010,2001520
32,2251010,2251510
32,2251010,2251515
33,1251010,1250505
33,1251010,1250510
33,1501010,1500005
33,1501010,1500005
33,1501010,1500010
33,1501010,1500510
33,1501010,1500505
33,1501010,1500510
33,1751010,1750010
33,1751010,1750510
33,2001010,2000000
33,2001010,2000005
33,2001010,2000010
33,2001010,2000510
33,2001010,2000505
33,2001010,2000510
33,2001010,2000505
33,2001010,2000510
33,2251010,2251005
33,2251010,2250505
34,1251010,1251015
34,1251010,1251015
34,1501010,1500015
34,1501010,1500510
34,1501010,1500515
34,1501010,1501015
34,1501010,1501015
34,1501010,1501015
34,1751010,1751015
34,1751010,1751015
34,2001010,2000510
34,2001010,2000510
34,2001010,2000510
34,2001010,2001015
34,2001010,2001010
34,2001010,2001015
34,2001010,2001010
34,2001010,2001015
34,2251010,2251010
34,2251010,2251010
35,1251010,1251015
35,1251010,1251015
35,1501010,1500510
35,1501010,1500510
35,1501010,1500515
35,1501010,1501015
35,1501010,1501015
35,1501010,1501015
35,1751010,1751010
35,1751010,1751015
35,2001010,2000510
35,2001010,2000510
35,2001010,2001015
35,2001010,2001015
35,2001010,2001015
35,2001010,2001015
35,2001010,2001015
35,2001010,2001015
35,2251010,2250510
35,2251010,2251010
36,1251010,1251510
36,1251010,1251510
36,1501010,1501000
36,1501010,1501005
36,1501010,1501510
36,1501010,1501510
36,1501010,1501510
36,1501010,1501510
36,1751010,1751510
36,1751010,1751510
36,2001010,2000505
36,2001010,2001005
36,2001010,2001010
36,2001010,2001510
36,2001010,2001510
36,2001010,2001510
36,2001010,2001510
36,2001010,2001510
36,2251010,2251505
36,2251010,2251505
37,1251010,1252010
37,1251010,1252015
37,1501010,1501010
37,1501010,1501510
37,1501010,1501515
37,1501010,1502015
37,1501010,1502010
37,1501010,1502015
37,1751010,1752015
37,1751010,1752015
37,2001010,2001010
37,2001010,2001510
37,2001010,2001510
37,2001010,2002015
37,2001010,2001510
37,2001010,2002015
37,2001010,2001510
37,2001010,2002015
37,2251010,2252005
37,2251010,2252010
38,1251010,1250500
38,1251010,1251005
38,1501010,1500500
38,1501010,1500500
38,1501010,1500500
38,1501010,1501005
38,1501010,1501000
38,1501010,1501005
38,1751010,1751000
38,1751010,1751005
38,2001010,2000500
38,2001010,2000500
38,2001010,2001005
38,2001010,2001005
38,2001010,2001005
38,2001010,2001005
38,2001010,2001005
38,2001010,2001005
38,2251010,2251500
38,2251010,2251000
39,1251010,1251510
39,1251010,1251510
39,1501010,1501010
39,1501010,1501005
39,1501010,1501510
39,1501010,1501510
39,1501010,1501510
39,1501010,1501510
39,1751010,1751510
39,1751010,1751510
39,2001010,2001005
39,2001010,2001005
39,2001010,2001510
39,2001010,2001510
39,2001010,2001510
39,2001010,2001510
39,2001010,2001510
39,2001010,2001510
39,2251010,2251505
39,2251010,2251505
40,1251010,1251510
40,1251010,1251510
40,1501010,1501005
40,1501010,1501005
40,1501010,1501510
40,1501010,1501510
40,1501010,1501510
40,1501010,1501510
40,1751010,1751510
40,1751010,1751510
40,2001010,2001005
40,2001010,2001005
40,2001010,2001510
40,2001010,2001510
40,2001010,2001510
40,2001010,2001510
40,2001010,2001510
40,2001010,2001510
40,2251010,2251505
40,2251010,2251505
41,1251010,1251505
41,1251010,1251505
41,1501010,1501005
41,1501010,1501505
41,1501010,1501505
41,1501010,1501505
41,1501010,1501505
41,1501010,1501505
41,1751010,1751505
41,1751010,1751505
41,2001010,2001000
41,2001010,2001505
41,2001010,2001000
41,2001010,2001505
41,2001010,2001005
41,2001010,2001505
41,2001010,2001005
41,2001010,2001505
41,2251010,2251500
41,2251010,2251505
42,1251010,1251505
42,1251010,1251510
42,1501010,1501505
42,1501010,1501510
42,1501010,1501505
42,1501010,1501510
42,1501010,1501510
42,1501010,1501510
42,1751010,1751505
42,1751010,1751510
42,2001010,2001505
42,2001010,2001510
42,2001010,2001505
42,2001010,2001510
42,2001010,2001505
42,2001010,2001510
42,2001010,2001510
42,2001010,2001510
42,2251010,2251505
42,2251010,2251510
43,1251010,1251515
43,1251010,1251515
43,1501010,1501515
43,1501010,1501515
43,1501010,1501515
43,1501010,1501515
43,1501010,1501515
43,1501010,1501515
43,1751010,1751515
43,1751010,1751515
43,2001010,2001515
43,2001010,2001515
43,2001010,2001515
43,2001010,2001515
43,2001010,2001515
43,2001010,2001515
43,2001010,2001515
43,2001010,2001515
43,2251010,2251515
43,2251010,2251515
44,1251010,1251515
44,1251010,1251520
44,1501010,1501515
44,1501010,1501520
44,1501010,1501515
44,1501010,1501520
44,1501010,1501515
44,1501010,1501520
44,1751010,1751515
44,1751010,1751520
44,2001010,2001515
44,2001010,2001520
44,2001010,2001515
44,2001010,2001520
44,2001010,2001515
44,2001010,2001520
44,2001010,2001515
44,2001010,2001520
44,2251010,2251515
44,2251010,2251520
45,1251010,1251010
45,1251010,1251010
45,1501010,1501010
45,1501010,1501010
45,1501010,1501010
45,1501010,1501010
45,1501010,1501010
45,1501010,1501010
45,1751010,1751010
45,1751010,1751010
45,2001010,2001010
45,2001010,2001010
45,2001010,2001010
45,2001010,2001010
45,2001010,2001010
45,2001010,2001010
45,2001010,2001010
45,2001010,2001010
45,2251010,2251010
45,2251010,2251010
46,1251010,1250510
46,1251010,1250510
46,1501010,1500510
46,1501010,1500510
46,1501010,1500510
46,1501010,1500510
46,1501010,1500510
46,1501010,1500510
46,1751010,1750510
46,1751010,1750510
46,2001010,2000010
46,2001010,2000510
46,2001010,2000510
46,2001010,2000510
46,2001010,2000510
46,2001010,2000510
46,2001010,2000510
46,2001010,2000510
46,2251010,2250510
46,2251010,2250510
47,1251010,1251505
47,1251010,1251010
47,1501010,1500510
47,1501010,1501010
47,1501010,1500510
47,1501010,1501010
47,1501010,1500515
47,1501010,1501010
47,1751010,1750505
47,1751010,1751010
47,2001010,2000505
47,2001010,2001010
47,2001010,2000505
47,2001010,2001010
47,2001010,2000510
47,2001010,2001010
47,2001010,2001005
47,2001010,2001010
47,2251010,2250505
47,2251010,2251010
48,1251010,1251000
48,1251010,1251005
48,1501010,1501000
48,1501010,1501005
48,1501010,1501000
48,1501010,1501005
48,1501010,1501005
48,1501010,1501005
48,1751010,1750505
48,1751010,1751005
48,2001010,2000505
48,2001010,2001005
48,2001010,2000505
48,2001010,2001005
48,2001010,2001000
48,2001010,2001005
48,2001010,2001000
48,2001010,2001005
48,2251010,2251000
48,2251010,2251005
49,1251010,1251005
49,1251010,1250505
49,1501010,1500010
49,1501010,1500505
49,1501010,1500505
49,1501010,1500505
49,1501010,1500505
49,1501010,1500505
49,1751010,1750005
49,1751010,1750505
49,2001010,2000000
49,2001010,2000505
49,2001010,2000500
49,2001010,2000505
49,2001010,2000505
49,2001010,2000505
49,2001010,2000505
49,2001010,2000505
49,2251010,2250500
49,2251010,2250505
50,1251010,1251015
50,1251010,1251015
50,1501010,1500515
50,1501010,1501015
50,1501010,1501015
50,1501010,1501015
50,1501010,1501015
50,1501010,1501015
50,1751010,1751015
50,1751010,1751015
50,2001010,2001010
50,2001010,2001015
50,2001010,2001015
50,2001010,2001015
50,2001010,2001015
50,2001010,2001015
50,2001010,2001015
50,2001010,2001015
50,2251010,2251015
50,2251010,2251015
51,1251010,1251020
51,1251010,1251520
51,1501010,1501515
51,1501010,1501520
51,1501010,1501520
51,1501010,1501520
51,1501010,1501520
51,1501010,1501520
51,1751010,1751520
51,1751010,1751520
51,2001010,2001020
51,2001010,2001520
51,2001010,2001520
51,2001010,2001520
51,2001010,2001520
51,2001010,2001520
51,2001010,2001520
51,2001010,2001520
51,2251010,2251020
51,2251010,2251520
52,1251010,1251520
52,1251010,1251520
52,1501010,1501020
52,1501010,1501520
52,1501010,1501515
52,1501010,1501520
52,1501010,1501515
52,1501010,1501520
52,1751010,1751020
52,1751010,1751520
52,2001010,2001015
52,2001010,2001520
52,2001010,2001015
52,2001010,2001520
52,2001010,2001020
52,2001010,2001520
52,2001010,2001520
52,2001010,2001520
52,2251010,2251015
52,2251010,2251520
53,1251010,1251515
53,1251010,1251520
53,1501010,1501015
53,1501010,1501520
53,1501010,1501015
53,1501010,1501520
53,1501010,1501520
53,1501010,1501520
53,1751010,1751515
53,1751010,1751520
53,2001010,2001515
53,2001010,2001520
53,2001010,2001520
53,2001010,2001520
53,2001010,2001520
53,2001010,2001520
53,2001010,2001520
53,2001010,2001520
53,2251010,2251520
53,2251010,2251520
54,1251010,1252020
54,1251010,1251520
54,1501010,1501520
54,1501010,1501520
54,1501010,1501520
54,1501010,1501520
54,1501010,1501525
54,1501010,1501520
54,1751010,1751520
54,1751010,1751520
54,2001010,2001520
54,2001010,2001520
54,2001010,2001520
54,2001010,2001520
54,2001010,2001520
54,2001010,2001520
54,2001010,2001520
54,2001010,2001520
54,2251010,2251520
54,2251010,2251520
55,1251010,1251520
55,1251010,1251520
55,1501010,1501520
55,1501010,1501520
55,1501010,1501520
55,1501010,1501520
55,1501010,1501520
55,1501010,1501520
55,1751010,1751520
55,1751010,1751520
55,2001010,2001520
55,2001010,2001520
55,2001010,2001520
55,2001010,2001520
55,2001010,2001520
55,2001010,2001520
55,2001010,2001520
55,2001010,2001520
55,2251010,2251520
55,2251010,2251520
56,1251010,1251005
56,1251010,1251005
56,1501010,1500505
56,1501010,1501005
56,1501010,1501005
56,1501010,1501005
56,1501010,1501005
56,1501010,1501005
56,1751010,1751005
56,1751010,1751005
56,2001010,2000500
56,2001010,2001005
56,2001010,2000505
56,2001010,2001005
56,2001010,2000505
56,2001010,2001005
56,2001010,2001005
56,2001010,2001005
56,2251010,2250500
56,2251010,2251005
57,1251010,1251500
57,1251010,1251500
57,1501010,1501000
57,1501010,1501500
57,1501010,1501000
57,1501010,1501500
57,1501010,1501000
57,1501010,1501500
57,1751010,1751000
57,1751010,1751500
57,2001010,2001000
57,2001010,2001500
57,2001010,2001000
57,2001010,2001500
57,2001010,2001500
57,2001010,2001500
57,2001010,2001500
57,2001010,2001500
57,2251010,2251500
57,2251010,2251500
58,1251010,1250505
58,1251010,1250505
58,1501010,1500505
58,1501010,1500505
58,1501010,1500505
58,1501010,1500505
58,1501010,1500505
58,1501010,1500505
58,1751010,1750505
58,1751010,1750505
58,2001010,2000505
58,2001010,2000505
58,2001010,2000505
58,2001010,2000505
58,2001010,2000505
58,2001010,2000505
58,2001010,2000505
58,2001010,2000505
58,2251010,2250505
58,2251010,2250505